SchoolName,Latitude,Longitude,City,CommunitySchool,EconomicNeedIndex,SchoolIncomeEstimate,PercentELL,PercentAsian,PercentBlack,PercentHispanic,PercentBlackHispanic,PercentWhite,StudentAttendanceRate,PercentofStudentsChronicallyAbsent,RigorousInstruction,CollaborativeTeachers,SupportiveEnvironment,EffectiveSchoolLeadership,StrongFamilyCommunityTies,Trust,AverageELAProficiency,Grade3ELAAllStudentsTested,Grade3ELA4sAllStudents,Grade3ELA4sAmericanIndianorAlaskaNative,Grade3ELA4sBlackorAfricanAmerican,Grade3ELA4sHispanicorLatino,Grade3ELA4sAsianorPacificIslander,Grade3ELA4sWhite,Grade3ELA4sMultiracial,Grade3ELA4sLimitedEnglishProficient,Grade3ELA4sEconomicallyDisadvantaged,Grade3MathAllStudentstested,Grade3Math4sAllStudents,Grade3Math4sAmericanIndianorAlaskaNative,Grade3Math4sBlackorAfricanAmerican,Grade3Math4sHispanicorLatino,Grade3Math4sAsianorPacificIslander,Grade3Math4sWhite,Grade3Math4sMultiracial,Grade3Math4sLimitedEnglishProficient,Grade3Math4sEconomicallyDisadvantaged,Grade4ELAAllStudentsTested,Grade4ELA4sAllStudents,Grade4ELA4sAmericanIndianorAlaskaNative,Grade4ELA4sBlackorAfricanAmerican,Grade4ELA4sHispanicorLatino,Grade4ELA4sAsianorPacificIslander,Grade4ELA4sWhite,Grade4ELA4sMultiracial,Grade4ELA4sLimitedEnglishProficient,Grade4ELA4sEconomicallyDisadvantaged,Grade4MathAllStudentsTested,Grade4Math4sAllStudents,Grade4Math4sAmericanIndianorAlaskaNative,Grade4Math4sBlackorAfricanAmerican,Grade4Math4sHispanicorLatino,Grade4Math4sAsianorPacificIslander,Grade4Math4sWhite,Grade4Math4sMultiracial,Grade4Math4sLimitedEnglishProficient,Grade4Math4sEconomicallyDisadvantaged,Grade5ELAAllStudentsTested,Grade5ELA4sAllStudents,Grade5ELA4sAmericanIndianorAlaskaNative,Grade5ELA4sBlackorAfricanAmerican,Grade5ELA4sHispanicorLatino,Grade5ELA4sAsianorPacificIslander,Grade5ELA4sWhite,Grade5ELA4sMultiracial,Grade5ELA4sLimitedEnglishProficient,Grade5ELA4sEconomicallyDisadvantaged,Grade5MathAllStudentsTested,Grade5Math4sAllStudents,Grade5Math4sAmericanIndianorAlaskaNative,Grade5Math4sBlackorAfricanAmerican,Grade5Math4sHispanicorLatino,Grade5Math4sAsianorPacificIslander,Grade5Math4sWhite,Grade5Math4sMultiracial,Grade5Math4sLimitedEnglishProficient,Grade5Math4sEconomicallyDisadvantaged,Grade6ELAAllStudentsTested,Grade6ELA4sAllStudents,Grade6ELA4sAmericanIndianorAlaskaNative,Grade6ELA4sBlackorAfricanAmerican,Grade6ELA4sHispanicorLatino,Grade6ELA4sAsianorPacificIslander,Grade6ELA4sWhite,Grade6ELA4sMultiracial,Grade6ELA4sLimitedEnglishProficient,Grade6ELA4sEconomicallyDisadvantaged,Grade6MathAllStudentsTested,Grade6Math4sAllStudents,Grade6Math4sAmericanIndianorAlaskaNative,Grade6Math4sBlackorAfricanAmerican,Grade6Math4sHispanicorLatino,Grade6Math4sAsianorPacificIslander,Grade6Math4sWhite,Grade6Math4sMultiracial,Grade6Math4sLimitedEnglishProficient,Grade6Math4sEconomicallyDisadvantaged,Grade7ELAAllStudentsTested,Grade7ELA4sAllStudents,Grade7ELA4sAmericanIndianorAlaskaNative,Grade7ELA4sBlackorAfricanAmerican,Grade7ELA4sHispanicorLatino,Grade7ELA4sAsianorPacificIslander,Grade7ELA4sWhite,Grade7ELA4sMultiracial,Grade7ELA4sLimitedEnglishProficient,Grade7ELA4sEconomicallyDisadvantaged,Grade7MathAllStudentsTested,Grade7Math4sAllStudents,Grade7Math4sAmericanIndianorAlaskaNative,Grade7Math4sBlackorAfricanAmerican,Grade7Math4sHispanicorLatino,Grade7Math4sAsianorPacificIslander,Grade7Math4sWhite,Grade7Math4sMultiracial,Grade7Math4sLimitedEnglishProficient,Grade7Math4sEconomicallyDisadvantaged,Grade8ELAAllStudentsTested,Grade8ELA4sAllStudents,Grade8ELA4sAmericanIndianorAlaskaNative,Grade8ELA4sBlackorAfricanAmerican,Grade8ELA4sHispanicorLatino,Grade8ELA4sAsianorPacificIslander,Grade8ELA4sWhite,Grade8ELA4sMultiracial,Grade8ELA4sLimitedEnglishProficient,Grade8ELA4sEconomicallyDisadvantaged,Grade8MathAllStudentsTested,Grade8Math4sAllStudents,Grade8Math4sAmericanIndianorAlaskaNative,Grade8Math4sBlackorAfricanAmerican,Grade8Math4sHispanicorLatino,Grade8Math4sAsianorPacificIslander,Grade8Math4sWhite,Grade8Math4sMultiracial,Grade8Math4sLimitedEnglishProficient,Grade8Math4sEconomicallyDisadvantaged
P.S. 197 - THE KINGS HIGHWAY ACADEMY,40.612571,-73.951555,BROOKLYN,No,0.635,474.9736,0.24,0.09,0.12,0.17,0.29,0.59,0.94,0.17,0.95,0.93,0.96,0.87,0.83,0.96,2.65,83,7,0,1,1,0,4,0,0,3,87,24,0,5,2,0,12,0,1,11,89,15,0,0,0,3,11,0,0,5,94,15,0,0,2,2,11,0,2,6,74,9,0,0,3,0,4,0,0,5,78,13,0,0,4,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 198 BROOKLYN,40.636966,-73.937009,BROOKLYN,No,0.666,605.1736,0.04,0.03,0.87,0.07,0.94,0.01,0.93,0.24,0.94,0.93,0.91,0.87,0.9,0.97,2.46,77,3,0,3,0,0,0,0,0,1,77,7,0,6,0,0,0,0,0,6,78,13,0,12,0,0,0,0,0,8,78,7,0,6,0,0,0,0,0,4,63,5,0,5,0,0,0,0,0,5,64,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 203 FLOYD BENNETT SCHOOL,40.621911,-73.925723,BROOKLYN,No,0.585,700.0897,0.04,0.05,0.79,0.09,0.89,0.03,0.95,0.17,0.9,0.89,0.87,0.82,0.86,0.95,2.43,128,7,0,4,1,0,0,0,0,4,129,12,0,7,3,0,0,0,0,6,127,8,0,8,0,0,0,0,0,5,131,8,0,8,0,0,0,0,0,5,100,4,0,3,1,0,0,0,0,0,102,3,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 206 JOSEPH F LAMB,40.597135,-73.948515,BROOKLYN,No,0.497,572.5423,0.19,0.46,0.02,0.11,0.13,0.39,0.96,0.09,0.92,0.91,0.87,0.84,0.79,0.89,2.98,173,23,0,0,1,12,10,0,0,12,180,75,0,0,1,55,19,0,2,49,165,50,0,0,1,33,16,0,1,31,176,61,0,0,1,39,20,0,2,41,159,28,0,0,1,20,6,0,0,20,169,54,0,0,1,40,12,0,1,35,118,33,0,0,0,14,19,0,0,22,120,39,0,0,0,26,11,0,4,31,118,22,0,0,1,8,11,0,0,15,119,30,0,0,0,17,12,0,0,21,111,23,0,3,1,6,13,0,0,16,68,2,0,0,0,0,2,0,0,0
P.S. 207 ELIZABETH G. LEARY,40.613779,-73.930304,BROOKLYN,No,0.315,736.2922,0.03,0.1,0.35,0.15,0.49,0.39,0.96,0.07,0.93,0.91,0.89,0.84,0.84,0.92,2.91,120,13,0,3,4,0,4,0,0,7,121,29,0,13,3,0,7,0,0,8,152,35,0,7,4,0,23,0,0,11,151,43,0,6,3,0,31,0,0,13,139,21,0,3,2,0,12,0,0,6,138,31,0,5,6,0,14,0,0,10,127,31,0,11,4,6,8,0,0,14,122,26,0,5,4,5,10,0,0,12,136,40,0,14,2,0,19,0,0,16,134,33,0,8,2,0,18,0,0,14,63,19,0,3,3,3,10,0,0,4,25,0,0,0,0,0,0,0,0,0
P.S. 217 COLONEL DAVID MARCUS SCHOOL,40.633626,-73.966273,BROOKLYN,No,0.711,500.8545,0.22,0.49,0.11,0.19,0.3,0.19,0.94,0.15,0.92,0.86,0.92,0.76,0.83,0.86,2.72,170,21,0,0,2,6,9,0,0,9,174,37,0,0,5,16,14,0,0,18,187,47,0,0,4,26,11,0,0,18,191,46,0,0,5,26,9,0,0,22,186,32,0,0,3,13,11,0,0,14,191,43,0,0,5,20,16,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 222 KATHERINE R. SNYDER,40.613814,-73.938999,BROOKLYN,No,0.393,742.1129,0.04,0.19,0.15,0.19,0.34,0.45,0.95,0.11,0.98,0.94,0.98,0.86,0.88,0.97,3.03,146,8,0,0,1,0,6,0,0,4,146,51,0,2,6,0,31,0,0,23,122,32,0,2,5,0,20,0,0,13,123,49,0,6,9,0,25,0,0,24,115,21,0,0,0,9,10,0,0,9,117,32,0,0,2,19,10,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 236 MILL BASIN,40.615756,-73.912375,BROOKLYN,No,0.305,626.2693,0.05,0.1,0.23,0.12,0.35,0.51,0.95,0.1,0.94,0.95,0.96,0.86,0.86,0.98,3.12,89,22,0,4,4,0,11,0,0,8,90,44,0,8,6,7,23,0,0,14,72,30,0,4,0,5,19,0,0,9,72,28,0,3,0,8,16,0,0,10,102,23,0,6,1,0,13,0,0,5,102,33,0,6,2,0,18,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 245,40.644838,-73.962837,BROOKLYN,No,0.705,417.4033,0.16,0.03,0.51,0.43,0.93,0.02,0.95,0.13,0.94,0.97,0.95,0.89,0.9,0.93,2.75,44,1,0,0,0,0,0,0,0,1,45,3,0,2,0,0,0,0,0,3,48,9,0,0,3,0,0,0,0,0,49,14,0,0,9,0,0,0,0,0,41,2,0,1,1,0,0,0,0,0,41,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 251 PAERDEGAT,40.631331,-73.92384,BROOKLYN,No,0.646,505.5718,0.06,0.04,0.77,0.13,0.9,0.05,0.93,0.24,0.84,0.77,0.87,0.71,0.83,0.85,2.27,68,3,0,3,0,0,0,0,0,2,70,2,0,1,0,0,0,0,0,1,83,3,0,2,1,0,0,0,0,1,82,2,0,1,0,0,0,0,0,0,80,1,0,1,0,0,0,0,0,1,80,5,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 254 DAG HAMMARSKJOLD,40.590901,-73.95149,BROOKLYN,No,0.474,509.4678,0.15,0.33,0.01,0.09,0.11,0.56,0.95,0.12,0.93,0.9,0.96,0.82,0.81,0.91,3.02,136,25,0,0,0,6,19,0,0,12,138,68,0,0,0,22,45,0,1,34,104,44,0,0,0,20,20,0,0,25,106,47,0,0,0,20,22,0,1,29,108,33,0,0,2,17,12,0,0,21,110,40,0,0,0,20,19,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 255 BARBARA REING SCHOOL,40.604467,-73.956004,BROOKLYN,No,0.623,468.7204,0.19,0.23,0.03,0.11,0.14,0.62,0.96,0.09,0.9,0.92,0.96,0.81,0.83,0.91,2.76,147,21,0,0,2,3,13,0,0,10,158,42,0,0,4,9,27,0,3,24,148,37,0,0,1,9,27,0,0,26,157,51,0,0,2,10,38,0,6,36,132,20,0,0,4,4,11,0,0,15,136,38,0,0,3,12,22,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 269 NOSTRAND,40.637617,-73.947663,BROOKLYN,No,0.741,461.9725,0.18,0.02,0.84,0.11,0.95,0.02,0.94,0.18,0.94,0.73,0.82,0.63,0.8,0.72,2.09,97,0,0,0,0,0,0,0,0,0,107,2,0,2,0,0,0,0,0,2,107,2,0,2,0,0,0,0,0,0,113,2,0,2,0,0,0,0,0,2,114,6,0,6,0,0,0,0,0,6,120,6,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 277 GERRITSEN BEACH,40.595878,-73.927963,BROOKLYN,No,0.286,629.0253,0.06,0.09,0.03,0.11,0.14,0.76,0.95,0.09,0.99,0.97,0.97,0.91,0.87,0.97,2.97,68,12,0,0,0,0,10,0,0,3,68,20,0,0,3,0,14,0,0,6,67,30,0,0,0,0,23,0,0,14,67,24,0,0,0,4,20,0,0,12,72,24,0,0,2,0,18,0,0,8,72,22,0,0,0,0,17,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 312 BERGEN BEACH,40.622032,-73.909073,BROOKLYN,No,0.345,723.4336,0.04,0.04,0.39,0.11,0.51,0.44,0.95,0.13,0.94,0.93,0.96,0.83,0.86,0.93,2.87,131,21,0,4,1,0,14,0,0,4,133,45,0,13,4,0,26,0,0,13,129,36,0,13,1,0,21,0,0,17,130,35,0,9,2,0,23,0,0,16,130,23,0,9,3,0,7,0,0,9,130,11,0,2,1,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. K315,40.632619,-73.954263,BROOKLYN,No,0.751,470.3727,0.13,0.09,0.62,0.25,0.87,0.03,0.94,0.2,0.88,0.84,0.86,0.72,0.81,0.93,2.42,113,2,0,0,0,2,0,0,0,2,110,3,0,1,0,1,0,0,0,3,122,17,0,16,1,0,0,0,0,14,121,12,0,5,1,4,2,0,0,10,108,8,0,4,1,2,0,0,0,6,101,7,0,2,2,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 041 FRANCIS WHITE,40.660182,-73.906873,BROOKLYN,No,0.9,295.6713,0.06,0.01,0.63,0.32,0.95,0.01,0.89,0.42,0.87,0.88,0.79,0.81,0.77,0.87,2.14,50,1,0,0,1,0,0,0,0,1,51,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,55,1,0,0,0,0,0,0,0,0,57,1,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,68,1,0,1,0,0,0,0,0,1,46,1,0,0,0,0,0,0,0,0,46,1,0,0,0,0,0,0,0,0,33,2,0,2,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
P.S./I.S. 137 RACHEL JEAN MITCHELL,40.682247,-73.916696,BROOKLYN,No,0.807,354.1993,0.03,0,0.74,0.2,0.94,0.01,0.88,0.43,0.93,0.9,0.85,0.8,0.87,0.92,2.27,19,1,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,27,1,0,1,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,23,1,0,1,0,0,0,0,0,0,23,2,0,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,23,2,0,2,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
P.S. 150 CHRISTOPHER,40.668635,-73.905086,BROOKLYN,No,0.948,169.0167,0.1,0.02,0.59,0.32,0.91,0.03,0.92,0.3,0,0.87,0.9,0.89,0.82,0.91,1.97,36,0,0,0,0,0,0,0,0,0,36,2,0,1,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0,0,1,21,1,0,0,0,0,0,0,0,1,21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S./ I.S. 155 NICHOLAS HERKIMER,40.677642,-73.908695,BROOKLYN,No,0.877,365.186,0.13,0.02,0.5,0.46,0.96,0.01,0.88,0.43,0.91,0.96,0.86,0.88,0.86,0.95,2.14,37,4,0,0,1,0,0,0,0,4,38,6,0,0,3,0,0,0,0,6,46,2,0,0,2,0,0,0,1,2,48,2,0,0,2,0,0,0,0,2,52,0,0,0,0,0,0,0,0,0,55,2,0,1,0,0,0,0,1,2,34,0,0,0,0,0,0,0,0,0,35,1,0,1,0,0,0,0,0,1,36,1,0,0,0,0,0,0,0,1,38,0,0,0,0,0,0,0,0,0,49,1,0,0,0,0,0,0,0,0,53,3,0,1,0,0,0,0,0,0
P.S. 156 WAVERLY,40.665297,-73.917884,BROOKLYN,Yes,0.857,340.1333,0.03,0.01,0.78,0.19,0.97,0.01,0.9,0.4,0.93,0.93,0.9,0.85,0.84,0.96,2.19,126,3,0,3,0,0,0,0,0,2,126,13,0,11,0,0,0,0,0,12,118,3,0,2,0,0,0,0,0,1,117,3,0,2,0,0,0,0,0,1,100,1,0,1,0,0,0,0,0,1,100,7,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 165 IDA POSNER,40.657196,-73.910944,BROOKLYN,Yes,0.815,343.2441,0.04,0,0.83,0.14,0.97,0.02,0.86,0.5,0.91,0.89,0.87,0.81,0.83,0.92,2.12,30,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,1,33,1,0,0,0,0,0,0,0,1,34,1,0,1,0,0,0,0,0,1,36,1,0,1,0,0,0,0,0,1,36,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,39,1,0,1,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
P.S. 178 SAINT CLAIR MCKELWAY,40.675234,-73.915306,BROOKLYN,No,0.884,311.3253,0.07,0.01,0.79,0.16,0.95,0.02,0.89,0.46,0.94,0.95,0.88,0.88,0.9,0.96,2.26,43,3,0,2,0,0,0,0,0,0,44,9,0,8,0,0,0,0,0,7,30,6,0,5,0,0,0,0,0,0,31,4,0,3,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,28,1,0,1,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,40,2,0,2,0,0,0,0,0,2,38,0,0,0,0,0,0,0,0,0
P.S. 184 NEWPORT,40.660228,-73.904947,BROOKLYN,No,0.904,297.0942,0.04,0.01,0.71,0.27,0.98,0,0.88,0.48,0.83,0.8,0.8,0.72,0.87,0.86,2.17,52,1,0,1,0,0,0,0,0,0,52,2,0,0,2,0,0,0,0,0,41,1,0,1,0,0,0,0,0,0,41,1,0,1,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,47,1,0,1,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,38,2,0,1,0,0,0,0,0,1,38,1,0,0,0,0,0,0,0,0,31,3,0,2,0,0,0,0,0,0,30,1,0,1,0,0,0,0,0,0
"THE GREGORY JOCKO JACKSON SCHOOL OF SPORTS, ART, AND TECHNOLOGY",40.666934,-73.90761,BROOKLYN,Yes,0.906,209.3174,0.09,0,0.69,0.3,0.99,0.01,0.89,0.4,0.9,0.87,0.86,0.8,0.9,0.92,2.08,55,0,0,0,0,0,0,0,0,0,56,3,0,3,0,0,0,0,0,3,60,2,0,0,0,0,0,0,0,2,60,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,46,1,0,0,0,0,0,0,0,1,54,2,0,2,0,0,0,0,0,0,55,3,0,2,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,77,1,0,0,1,0,0,0,0,1,76,1,0,0,1,0,0,0,0,1
P.S. 298 DR. BETTY SHABAZZ,40.671012,-73.90774,BROOKLYN,Yes,0.933,234.1477,0.08,0.01,0.66,0.28,0.94,0.01,0.89,0.42,0.97,0.94,0.88,0.83,0.85,0.92,1.97,30,0,0,0,0,0,0,0,0,0,31,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S./I.S. 323,40.666247,-73.91127,BROOKLYN,No,0.86,278.0812,0.03,0.01,0.78,0.2,0.98,0,0.9,0.38,0.96,0.95,0.88,0.86,0.86,0.93,2.32,33,1,0,0,1,0,0,0,0,1,33,1,0,1,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,65,3,0,2,1,0,0,0,0,3,65,1,0,1,0,0,0,0,0,1,56,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,55,7,0,6,0,0,0,0,0,5,55,9,0,7,0,0,0,0,0,6
P.S. 327 DR. ROSE B. ENGLISH,40.66798,-73.912085,BROOKLYN,No,0.851,322.0889,0.09,0.02,0.71,0.25,0.96,0.02,0.88,0.47,0.9,0.82,0.77,0.65,0.73,0.76,2.17,55,1,0,1,0,0,0,0,0,1,58,3,0,3,0,0,0,0,0,3,56,1,0,1,0,0,0,0,0,1,54,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,45,1,0,0,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,57,1,0,1,0,0,0,0,0,1,58,0,0,0,0,0,0,0,0,0
CHRISTOPHER AVENUE COMMUNITY SCHOOL,40.672333,-73.906225,BROOKLYN,No,0.944,237.941,0.03,0,0.69,0.29,0.97,0.01,0.88,0.52,0.92,0.82,0.91,0.68,0.86,0.88,2.13,26,1,0,1,0,0,0,0,0,0,26,4,0,2,0,0,0,0,0,0,39,2,0,0,2,0,0,0,0,0,38,5,0,1,4,0,0,0,0,0,28,3,0,1,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIVERDALE AVENUE COMMUNITY SCHOOL,40.65997,-73.913616,BROOKLYN,No,0.841,365.8264,0.02,0.02,0.81,0.14,0.95,0.01,0.92,0.34,0.92,0.93,0.88,0.87,0.84,0.92,2.52,23,1,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,25,4,0,4,0,0,0,0,0,4,26,1,0,1,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 001 TOTTENVILLE,40.508835,-74.244025,STATEN ISLAND,No,0.298,712.7887,0.05,0.01,0.02,0.16,0.18,0.8,0.94,0.18,0.96,0.91,0.97,0.81,0.87,0.92,2.85,72,7,0,0,0,0,6,0,0,2,72,5,0,0,0,0,4,0,0,1,79,14,0,0,0,0,13,0,0,2,79,11,0,0,0,0,10,0,0,0,67,2,0,0,0,0,2,0,0,1,67,4,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 003 THE MARGARET GIOIOSA SCHOOL,40.520825,-74.211845,STATEN ISLAND,No,0.194,893.9074,0.02,0.05,0,0.12,0.12,0.82,0.95,0.11,0.87,0.72,0.9,0.51,0.83,0.71,2.84,154,14,0,0,2,1,11,0,0,0,152,38,0,0,2,7,29,0,1,6,149,34,0,0,3,0,28,0,0,7,148,73,0,0,4,0,61,0,0,14,156,42,0,0,3,0,34,0,0,6,155,54,0,0,3,0,41,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.S. 004 MAURICE WOLLIN,40.552373,-74.195516,STATEN ISLAND,No,0.292,918.8061,0.03,0.05,0.02,0.18,0.21,0.72,0.94,0.14,0.95,0.96,0.98,0.9,0.84,0.96,2.78,115,6,0,0,0,0,4,0,0,0,117,25,0,0,3,0,18,0,0,5,131,19,0,0,5,0,13,0,0,8,128,14,0,0,2,0,11,0,1,6,112,13,0,0,1,0,9,0,0,2,112,9,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
